text,wordcount
couldnt resist the urge to book a few days in ibiza for some clubbing but august is crazy expensive might have to wait till next year,26
although you wouldnt think it if you saw me now do your girls train reluctant to let dd as i have lots of back trouble now,26
an hour and a half to go an hour and a half to go how long left how long left an hour and a half to go  bigbrother yay,29
i lost my damn wallet  im extremely upsetfirst my eyes now my wallet not to mention dumb men in my life ughh i need a vacationnow,26
how can people in the uk get tickets to us shows im over in san francisco for my th but cant get a ticket through ln,26
yes  sure la im leaving sh so will stop by hk for  days i want to buy the bb in hk so lets go find the best bargain,28
haha yo i didnt smoke mota either but yo i got to messed up over there rite now im grubbin i wish u guys stayed longr,26
i hate actually going to the gym but am glad once ive gone amp i love the soreness that follows lets me know ive done a good workout,28
soo i got up turned my swag on took a shower got dressed laid down for a min amp pretty much decided to stay in  so fn tired fml,29
the entrance told me it was too late i ruined my night  i cried a lot i cant believe i could have hugged them but no,26
theres this  cat i see everytime i go out amp he just stares amp i always feel guilty  so weird like i owem somethin but i dont knowm,28
im on the road now about  go back homeas soon as i get settled in im goin  load some pics so that u can c them,26
i cant believe poor mike has to work in this i mean he works inside of course but still has to get equipment inout of truck,26
hey demi i wa just wondering if you have a profile page on bebo amp facebook because there are alot of people faking you  x steph,26
parents came today and took a ton of my crap home for me we also got mcalisters yogurt story and went to target  time for laundry,26
i was so bored i decided to iron all my baju sklh thn i realized i hate doing tht so all i did was iron a sleeve hahaha im off to schl,32
you rock thanks for taking the time to check out my site amp the horse folks hey i wear manure on a daily basis dont you,26
just got home from the galleria spent the day with ana it was good seeing her  last week of school this week yay but eww exams,26
local parks are full of fun  today i slid on a slide and climbed on a climbing frame  not often i get to do that  i fell over twice,29
nice i havent forgotten about ur song i need  just put aside an hour amp lay it down so u have itits next on my list,26
omg thats so cool ahh i was in one too recently  i wish i could do that stuff out of school itd be cool  do for charity,27
going to paint the hell out of our garage floor  i hates painting  but when i can purposely get it all over the floor its not so bad,28
or so scenes to go im really sleepy i need to shoot in daylight i cant shoot right now so that must mean i should nap,26
saw a few of her churchy friends today for the last time in three weeks  but hoooraah for the good times they will have in nepal,26
confesses i miss my googly bear i miss our sleepover i miss the way he makes me feel i miss him in general he was my best guy friend,29
oh man coinstar is a huge addiction except i can never keep up with my urges i end up using change for tolls and cigs  booo,26
just noticed that two of the top ten topics on twitter right now is quotstar trekquot and quotspockquot   that is so cool    i am in love with both,28
not been able to tweet today  at my dads and my sister had taken over the laptop i was going to use my phone but it took all my credit o,31
omg cant wait for jobros concert and december cause im going to la vegas etc but first i have to go to school for seven months,26
